Name,X,Y,Z
Isinor,67.13,68.19,54.97
Isis,11.56,-60.53,26.56
Isita,-78.94,20.78,117.22
Isitab,67.19,-78.06,118.34
Isitani,-9.25,35.94,-155.78
Isiti,73.38,-203.78,100.88
Isitou,-39.53,14.94,123.03
Isla,-140.81,-84.25,-32.06
Islasto,60.28,47.81,12.34
Islastyara,-35.19,-7.44,91.00
Isleta,3.69,-2.34,42.63
Istanu,2.06,55.16,1.28
Itela,-20.25,8.03,83.50
Iteliuona,-120.78,-81.50,-10.84
Itelmasa,207.78,-113.72,5.81
Itelmen,196.22,-139.28,-23.94
Itelmens,101.59,-62.09,92.81
Ithaca,-8.09,44.94,-9.28
Ithel,188.41,-180.47,59.84
Ithelki,46.63,-151.72,-64.94
Ithentia,-7.28,25.47,146.34
Ither,-112.25,15.00,89.31
Ithertrudhr,50.88,-203.16,-30.78
Ithurs,142.63,-150.63,119.84
Itototangi,63.28,-53.56,-59.44
Itza,-29.66,-14.13,-67.69
Itzam Cimi,-7.63,-121.38,78.97
Itzam Crua,138.28,-117.75,-23.47
Itzam Nara,-55.88,7.50,156.25
Itzam Nawe,93.19,143.88,36.50
Itzambivat,-111.16,8.75,71.25
Itzamnet,36.13,-160.97,156.16
Itzamnets,-48.03,-146.66,65.06
Itzamni,143.78,-73.13,-60.66
Itzani,38.66,46.56,63.53
Itzanii,17.56,93.63,80.38
IV Comae Berenices,21.69,90.53,-3.53
Iverdi,126.63,-33.59,-103.47
Iveri,-100.31,-83.94,119.16
Iverni,-141.16,76.94,-20.31
Ivernten,-67.97,91.91,160.34
Iwaidja,16.41,-239.41,-12.66
Ix,-65.22,7.75,-111.03
Ix Chakan,-13.06,-43.66,55.31
Ix Chau,-84.94,-82.06,-115.13
Ix Chim,-78.72,-5.84,-79.22
Ix Ching,33.34,-78.16,171.81
Ix Chita,-14.22,-55.31,141.25
Ix Chodharr,-163.31,51.72,-96.34
Ix Chons,94.47,-173.53,1.84
Ix Chowagit,122.63,-160.50,47.41
Ix Chuacae,-14.91,-51.97,140.66
Ix Chuntin,117.25,-79.44,122.84
Ix Chup,96.72,-180.63,93.44
Ix Tub Tun,10.94,-178.16,-13.47
Ix Tun,-32.66,83.84,61.16
Ixbakah,3.75,-144.53,-67.00
Ixbakald,81.25,-93.13,-39.28
Ixbaksha,-146.03,-39.66,-20.53
Ixbalan,87.81,-81.34,-136.25
Ixbalanque,77.50,-55.41,-96.81
Ixcateshai,96.34,-120.25,-62.41
Ixchertha,3.22,-97.38,88.31
Ixil,-22.03,-183.00,68.00
Ixilak,71.53,-173.50,154.53
Ixilalana,57.25,155.09,37.16
Ixilalonta,131.72,-9.50,-1.47
Ixtabru,124.28,-239.63,-21.00
Iyaka,-23.47,80.97,45.78
Iyakajauja,-85.47,-144.63,62.69
Iyati,38.56,130.22,-29.03
Iyatiku,-66.94,128.56,-62.66
Iyatio,-93.31,36.06,126.44
Iyatsyapori,-62.56,-149.34,65.91
IZ Bootis,-23.63,61.72,7.94
Izanagi,45.44,-19.16,-8.81
Izho,46.53,164.84,23.75
Izhorians,99.56,56.22,56.75
Jaadwadlia,-69.47,21.94,79.28
Jaaka,120.72,-83.28,108.44
Jaakari,-1.44,92.63,-116.84
Jaara,158.47,-18.88,57.22
Jaarn,-23.31,-157.00,113.16
Jabaei,-123.91,-10.16,70.13
Jabaja,72.03,-243.50,-22.53
Jabueyen,51.94,-151.31,145.72
Jabugaly,106.41,-146.59,-70.91
Jabunnut,-132.00,-34.50,81.22
Jaburara,32.25,-35.22,-7.00
Jaburouri,-62.63,151.13,31.38
Jackson's Lighthouse,157.00,-27.00,-70.00
Jadikin,88.69,94.88,-87.47
Jadikinon,104.41,-202.50,3.03
Jadimo,-43.63,-103.75,18.13
Jadliaura,35.88,-57.13,104.97
Jadlili,-122.38,11.63,108.94
Jadlillke,-59.53,-21.47,-55.66
Jadlir,136.50,-61.03,-0.53
Jafenhar,43.41,-227.69,19.53
Jafnharas,-12.25,-42.88,138.91
Jafnhau,-39.59,-77.66,-48.38
Jagai,59.91,-240.81,63.63
Jagaluk,130.31,-215.84,-24.13
Jagantjin,-71.97,-55.28,-98.34
Jagga,50.00,-174.31,150.13
Jaitic,-100.78,31.38,21.88
Jaitrics,-7.84,-171.34,100.81
Jaitu,-102.16,21.75,-17.31
Jaityata,-18.47,94.03,44.78
Jakab,-133.94,13.59,74.19
Jakaliki,62.03,-61.97,123.00
Jakushu,-25.59,-129.84,23.63
Jakuta,63.97,-120.88,101.41
Jala,-76.50,30.91,110.41
Jalabon,72.31,-113.75,120.63
Jalai,47.03,-228.00,86.56
Jamab,139.75,-197.00,99.28
Jamalalam,78.47,-242.59,19.94
Jamanu,107.28,-13.09,-107.41
Jamapa,-58.50,-28.81,-126.72
Jamariges,94.81,-91.03,97.44
Jamariharma,81.75,12.13,-114.72
Jamat,77.97,-95.81,145.41
Jamatia,-2.91,61.09,-151.97
Jamaygantxe,-52.41,-145.88,70.06
Jambaraya,-66.03,-184.03,-8.47
Jambavan,105.69,20.81,21.19
Jambay,-85.66,142.22,-31.31
Jambe,158.03,-104.53,120.59
Jambin,17.72,101.16,53.63
Jambo Dadi,-157.50,-31.25,75.63
Jambojai,-78.59,-19.28,101.84
Jambulan,33.59,-2.78,-158.31
Jambure,-54.84,141.22,11.56
Jamule,58.22,-76.56,-34.91
Jamuluntsu,-72.59,-110.84,85.34
Jamundi,54.63,-83.22,-112.47
Jamurt,-27.91,25.44,160.00
Jamush,96.72,58.75,24.47
Jamuxa,34.88,-0.69,99.50
Jana,-129.09,88.00,2.03
Jandaquiya,95.47,19.41,-52.03
Jandini,136.44,-251.63,-1.63
Jang Di,20.66,-166.72,85.91
Jang O,-71.38,-105.66,-93.81
Jang Tun,128.25,77.72,-77.28
Jangbon,-42.41,-60.50,138.34
Janggal,27.75,54.66,-77.59
Jangkarada,-113.56,-23.09,-43.53
Jangman,-142.38,-7.63,-66.38
Jangore,-39.19,-3.19,-86.00
Jangu,116.94,87.66,-16.75
Janguti,89.00,-123.88,131.44
Janja,153.81,-79.34,17.59
Janjiwa,56.03,67.41,121.81
Jannonandji,68.34,-42.38,119.09
Jannos,-96.69,-84.56,89.97
Jaoi,-118.09,54.66,-72.44
Jaradharre,39.53,21.28,56.63
Jarakati,157.63,-62.41,74.34
Jaralland,-7.31,-76.53,-65.44
Jardama,55.78,-136.97,86.09
Jardha,40.38,79.22,-119.69
Jardonnere,133.94,59.81,106.78
Jardoviceni,-102.41,66.50,-144.53
Jardovici,-7.78,-86.53,-9.31
Jarics,-118.75,-80.47,-82.34
Jarildekald,-164.94,23.22,-62.88
Jaring,-14.72,75.97,136.38
Jarnae,-29.16,-39.00,33.91
Jarni,-56.97,-67.78,-12.44
Jarnsaxa,142.19,-65.13,-66.09
Jarnuekenk,-18.00,-13.53,103.06
Jarnun,-8.38,-170.28,-37.88
Jaroahy,100.56,19.22,78.38
Jaroere,-18.56,-22.25,96.47
Jarog,-88.31,43.63,-148.28
Jarogee,-2.06,-143.47,45.56
Jaroji,-109.41,99.75,-29.31
Jarojinanh,-24.56,-168.53,109.63
Jarorotri,-89.06,-11.69,-131.03
Jaroua,157.53,-110.53,28.25
Jarovit,116.56,-118.13,-51.31
Jarowair,9.97,83.53,-74.53
Jasinatlehi,-163.09,60.00,60.72
Jasira,169.78,-159.31,-2.75
Jasiri,-125.28,48.72,33.84
Jata,-67.78,58.31,0.88
Jatana,-99.94,56.31,-142.75
Jatanthet,57.09,-44.88,-116.91
Jatar,103.50,-100.22,133.22
Jataya,-36.41,-67.97,-152.72
Jath,56.72,58.69,98.44
Jathaikana,-10.69,28.03,-148.53
Jathalyod,60.69,-184.28,125.19
Jathatin,157.66,52.66,-55.09
Jaudugayo,49.00,62.03,-45.84
Jaunera,56.34,56.97,54.84
Jaung,69.19,-30.91,39.97
Jauri He,159.94,-136.41,128.38
Jaurinani,-19.53,-36.97,134.84
Jawola,61.97,48.69,112.50
Jawul,-140.34,-72.34,-4.09
Jawuru,-15.19,62.28,128.44
Jeid,83.13,71.38,-82.81
Jeidenannsa,-103.34,-89.13,-120.56
Jeidubia,6.47,-98.53,99.34
Jeirom,42.69,-152.78,-79.44
Jeiromen,56.53,-132.03,170.88
Jeirretes,113.00,-119.56,22.13
Jeirskoku,-121.47,37.25,0.28
Jeit,169.91,-19.44,-21.41
Jeiteswar,-56.25,-62.16,79.94
Jeitjali,61.94,5.56,-106.00
Jeitsegezi,72.41,-201.69,-40.28
Jeitsing,98.19,-130.03,-49.38
Jeljendii,-121.31,53.81,118.66
Jemede,27.16,-171.34,-6.81
Jemehuenges,115.38,110.78,-80.47
Jemen,49.53,-152.06,-33.06
Jementi,-48.63,-135.34,-91.25
Jementunde,-92.94,-102.78,92.16
Jemetani,-41.63,-94.94,-18.91
Jen Elabog,-44.16,-29.94,36.13
Jen Kunguru,158.97,-76.22,71.34
Jen Lung,87.34,-164.41,84.56
Jen Nik,-20.94,-43.34,145.63
Jen Tienses,85.97,-44.31,117.88
Jeng,-75.91,42.53,-90.75
Jenu,-139.44,71.63,36.09
Jera,30.94,-83.22,46.13
Jetenomeri,97.78,-191.50,5.81
Jeterait,64.56,-85.13,42.19
Jetes,-141.22,16.28,-59.31
Jeti,-122.19,24.59,36.84
Jeticans,28.91,11.06,-110.13
Jian,-100.69,-1.00,113.00
Jian Yu,-95.69,40.75,69.81
Jiang,73.63,-162.75,111.25
Jibio,142.47,-60.00,-12.34
Jibitoq,13.09,-68.88,-30.72
Jicarex,-95.25,-34.22,53.47
Jicasses,132.09,-251.56,-42.94
Jicaura,-127.81,68.31,12.91
Jieguaje,-93.47,32.19,1.94
Jikoku,150.31,-70.13,30.50
Jilnytis,83.03,-20.63,19.97
Jimai,117.03,-162.28,39.97
Jiman,-26.63,100.63,-15.47
Jimara,107.91,-44.56,30.25
Jimatch,145.81,-178.91,73.44
Jimavi,79.75,-85.81,14.31
Jin Sho Bao,-117.03,107.53,-11.69
Jing,62.66,62.75,40.91
Jinga,130.50,-20.41,-18.44
Jingaana,36.28,165.28,40.31
Jinganago,-30.00,-116.91,105.59
Jingones,-126.00,38.38,70.38
Jingpo,88.91,67.41,19.06
Jinicoch,-21.72,63.47,39.16
Jinighu,-65.25,-80.75,-122.34
Jinoharis,74.09,7.09,29.63
Jirani,-155.56,62.03,32.25
Jirara,71.41,-173.25,150.34
Jita,63.81,-89.19,-74.88
Jita Ten,26.28,11.69,-74.50
Jitabed,-19.75,-0.78,-115.84
Jitabos,-119.66,83.16,-8.22
Jitani,-157.53,-6.16,41.25
Jitar,-104.44,-34.97,17.72
Jiuyou,24.00,-4.09,38.16
Jivaraikpoi,-80.56,-77.94,47.25
Jodrell,34.88,43.44,64.06
Jofnour,-20.41,-91.50,35.78
Joh,162.03,-16.00,30.53
Jok Islese,70.16,51.56,9.50
Jok Isuani,17.50,57.78,98.31
Jok Odudu,59.22,-132.44,-48.66
Joku,76.88,-238.00,64.72
Jokudiri,150.34,-188.66,46.84
Jolagro,14.75,-100.63,-161.19
Jolanji,85.31,128.72,-54.56
Jolapa,100.19,-41.34,-78.00
Jonai,-99.81,18.09,86.41
Jongo,140.47,-160.19,-41.94
Jongsaki,30.75,94.94,22.56
Jongsang,46.50,12.97,102.53
Jormbu,-112.03,65.16,58.75
Jormbuti,-10.19,-14.06,112.69
Jormor,-140.91,-17.81,18.06
Jormungand,32.13,-164.63,-101.03
Joro,15.38,30.03,-63.34
Jotnar,-54.63,24.31,-86.22
Jotun,-11.03,-79.22,-92.31
Jotunheim,66.03,-110.88,52.69
Jou Tung,138.84,-21.97,76.63
Jou Wang,46.97,115.09,-36.00
Ju Shakhe,123.50,8.47,24.03
Ju Sheng,-1.28,125.44,-58.41
Ju Shiva,143.78,-56.19,37.13
Ju Shosi,132.50,-110.81,79.41
Ju Shou Yax,59.03,17.44,69.56
Juan,-85.00,-6.06,-24.47
Juato,123.28,-177.34,132.31
Judumlia,8.78,-136.41,-89.06
Juduni,-96.69,143.16,-3.94
Juipedi,90.97,-13.28,74.84
Juipedun,-90.34,39.75,-61.38
Juipeduwona,76.47,49.47,140.34
Juipek,55.44,-6.22,84.50
Juiquan,7.31,-13.69,-41.91
Jukagha,100.00,58.97,99.22
Jukarisagi,-36.56,-119.25,20.06
Jukat,-90.66,89.97,-16.34
Jukate,-35.84,103.03,25.81
Jukatiwa,-62.84,-124.91,95.88
Juku,-141.66,-42.47,35.97
Jukub Huan,-84.47,-6.19,157.44
Jukuju,-93.75,81.78,-97.78
Jukuna,-37.22,-26.91,116.91
Jukundji,127.31,-128.19,72.78
Jukurang,26.84,174.28,17.19
Jula,173.13,-63.13,69.09
Julahau,73.16,-130.88,-90.63
Julana,-55.84,-34.03,107.91
Julanggarri,19.22,6.41,-64.66
Julanito,113.44,54.94,58.75
Julannsa,-22.59,-38.19,-67.69
Julastii,148.91,-190.47,53.00
Julasto,-102.59,-25.97,-137.22
Julu,-60.34,-184.06,-0.88
Julung,4.66,-122.38,9.56
Juma,-34.31,-51.94,65.56
Jumadis,62.00,-20.69,44.63
Jumana,-71.47,-74.56,-12.97
Jumukulayon,-81.59,-74.91,69.75
Jumukun,-33.50,-94.59,-75.44
Jumuzgo,93.97,-125.22,31.16
Jun Wenates,103.53,-120.69,-76.09
Junda,45.97,-25.47,65.50
Junga,-17.09,-84.38,98.16
Jungkurara,-161.69,22.66,-42.06
Jupaga,156.22,-38.13,21.22
Jupagalk,64.56,-130.78,-54.03
Jupali,-60.03,60.72,36.81
Jupalo,-8.03,-168.06,110.53
Jupaloku,45.72,107.94,-52.00
Jupang,211.78,-116.03,28.50
Jupangati,187.47,-120.50,2.09
Jupanisage,43.09,-204.59,18.88
Juparoin,75.78,68.22,62.66
Jura,139.25,-83.13,-57.47
Jura Laima,-162.38,-30.38,-9.38
Jura Lungs,17.00,-159.06,118.03
Juracame,4.34,133.63,41.41
Juradhis,61.53,-221.25,120.78
Juragura,134.31,75.66,77.47
Jurasmat,30.75,-184.38,120.84
Jurati,38.22,4.72,115.47
Jurawadbad,-52.13,51.88,71.38
Jurcians,171.56,-75.13,59.03
Juro,63.28,13.66,-181.81
Jurokkju,87.25,-69.09,27.56
Jurovii,-169.72,-0.06,61.63
Juru,-105.19,98.72,-22.81
Jurua,-38.69,-14.09,-71.06
Juruing,-101.38,134.59,21.25
Jurumis,121.41,9.41,108.56
Jurunmi,8.44,85.00,78.31
Jurus,-74.25,165.00,-24.28
Jurusasar,13.81,-205.28,27.66
K Camelopardalis,-45.22,26.63,-43.47
k Velorum A,161.75,23.31,-20.00
K'uanele,69.78,71.16,-68.34
K'uei Zu,-13.00,-191.41,-6.81
K'unchadrus,59.47,16.09,67.06
Ka'apok,63.41,-196.56,-61.28
Kaal,-18.34,66.72,-21.59
Kaan,53.94,-139.19,148.28
Kaana,-91.28,70.63,-48.53
Kaang Wa,66.63,-155.00,73.59
Kab,-24.59,-104.53,-32.44
Kaba,3.09,103.25,23.47
Kabiak,150.72,-180.88,-10.53
Kabijao,-163.13,-2.66,-44.22
Kabiku,-34.34,-24.50,173.38
Kabil,-104.19,118.00,74.47
Kabuga,79.72,-21.59,35.13
Kacha Wit,136.38,29.47,35.81
Kachakapa,33.97,-51.75,-66.50
Kachatrimih,-58.63,127.81,25.03
Kachi Buj,0.88,-238.78,20.50
Kachian,25.25,-44.66,-25.97
Kachinas,-88.88,-76.09,-34.34
Kachiri,59.56,-17.63,-71.34
Kachirigin,-105.38,-73.34,27.75
Kachuahari,-74.03,-127.53,-24.34
Kacobog,98.91,-21.94,64.88
Kacomam,84.44,-48.50,-27.84
Kada,-73.28,62.25,89.28
Kadaren,-112.25,-75.66,54.06
Kadi,-13.78,-32.81,-40.94
Kadicat,-37.06,-102.44,76.31
Kadj Wen,-35.47,-60.75,148.66
Kadjerong,-52.50,-69.50,-30.38
Kadroa,-55.44,-0.59,177.19
Kadrusa,37.81,-120.28,-1.34
Kadu mist,-48.31,-4.88,85.56
Kadubres,57.91,31.00,-97.00
Kadunet,38.50,1.94,-122.47
Kaduvumbaa,84.69,58.81,-17.25
Kafigelabon,18.75,-77.31,67.03
Kafigenon,139.28,49.78,22.00
Kagudi,-47.69,-42.97,-77.66
Kagutine,105.44,24.97,66.16
Kagutsuchi,-11.50,-84.56,-162.66
Kaha'i,-7.03,60.81,-21.81
Kaia Bajaja,-16.72,-6.19,120.84
Kaiabi,-120.28,96.03,71.41
Kaiablingah,-105.00,-106.84,71.81
Kaiakul,78.59,-129.59,33.44
Kaiawal,144.25,-12.81,69.84
Kainango,16.44,-159.72,111.69
Kairi,137.59,-17.16,-37.38
Kairos,26.88,-4.09,51.50
Kairrodo,23.88,77.78,-130.31
Kaites,-40.41,-50.66,-152.09
Kaititja,-143.59,-5.66,-57.47
Kaitsan,14.41,73.88,-109.56
Kaiwarabak,63.91,10.78,77.81
Kakan,80.56,23.94,143.69
Kakas,-65.78,-22.44,78.47
Kakatha,-18.72,-121.47,-53.00
Kakau,18.47,-110.81,116.84
Kakmbul,54.41,13.84,-56.81
Kakmburra,102.78,-115.91,101.41
Kakmburu,-80.38,-48.56,-12.22
Kakmbutan,-112.19,-106.47,36.28
Kala,-2.91,5.59,61.19
Kalaa,147.38,31.31,34.75
Kalaako,-82.16,18.91,-70.06
Kalads,82.31,-22.53,-151.41
Kalai,85.50,42.06,-21.22
Kalaik,104.34,-161.56,64.78
Kalak,-54.97,-73.91,-68.78
Kalama,1.47,-194.09,-15.28
Kalana,131.78,-12.97,60.03
Kalangputys,143.91,-15.53,5.25
Kalarnuteti,-12.66,-181.41,70.00
Kalasar,10.88,79.25,-72.00
Kalatzin,41.44,-139.50,64.59
Kalb,-0.50,44.50,81.09
Kaledoni,55.84,-61.97,79.94
Kaleke,48.03,-16.78,-157.59
Kaleni,74.19,-243.06,15.38
Kalenile,4.06,11.41,-115.94
Kaleo,-197.69,55.94,45.53
Kali,33.59,57.38,-28.84
Kali'na,-168.75,-57.38,32.69
Kalibia,128.34,-14.16,59.00
Kaliki,37.47,-94.16,-48.09
Kalikil,171.72,-139.06,-41.78
Kaline,47.47,28.34,-96.75
Kalivunian,167.25,-166.66,-17.19
Kalkaduna,120.34,-131.44,-97.28
Kalkinja,89.50,79.19,-121.84
Kalkyri,-127.72,-18.38,42.69
Kalufon,-114.38,-104.06,39.59
Kaluhet,64.03,87.63,41.28
Kalumar,-29.34,-1.41,90.69
Kalunkul,-0.19,-135.94,127.28
Kalva,101.91,95.44,38.44
Kalvaitu,-7.22,-150.59,-10.81
Kalvante,118.78,-162.81,-13.97
Kalveig,64.44,62.91,74.06
Kalvelis,130.38,-10.47,-9.09
Kalveti,-7.97,-15.66,-121.41
Kamadhenu,110.00,-99.97,-13.38
Kamahu,-89.56,12.16,-148.97
Kamaki,87.56,-20.91,85.97
Kamandu,-125.13,78.38,-113.97
Kamarada,97.13,-3.84,0.84
Kamas,137.63,-37.81,49.97
Kamaskapus,60.22,-164.63,-51.28
Kamato,-138.91,-84.84,-16.47
Kamba,156.50,-70.06,49.06
Kambaiambo,44.53,-17.81,138.22
Kambala,43.78,19.44,-99.94
Kambarci,116.06,60.47,104.00
Kambila,-96.03,-47.72,-49.59
Kambo,30.06,-130.97,-65.84
Kambul,131.66,-195.97,58.00
Kamcab,145.41,77.47,-26.81
Kamcab Yu,178.78,-132.41,-12.91
Kamcabea,125.50,54.72,74.44
Kamcabi,92.28,69.31,62.47
Kamcha,10.31,-160.53,74.19
Kamchaa,80.94,-83.28,-23.03
Kamchadal,-91.31,-114.38,-51.09
Kamchadals,170.19,-119.50,-16.19
Kamchaggama,-46.00,-214.66,53.75
Kamchairra,-51.50,-34.38,-31.59
Kamchandika,-104.50,-110.63,24.03
Kamchansan,44.81,-184.69,36.31
Kamchata,35.66,-15.72,-70.03
Kame,43.28,9.88,65.97
Kamebis,-161.31,15.16,74.13
Kameni,55.84,-28.81,-59.97
Kamenten,22.16,-113.47,-89.06
Kamici,57.06,37.88,0.75
Kamil,68.56,35.22,-179.00
Kamilagro,-24.66,43.38,-129.44
Kamito,65.31,-83.44,-70.16
Kamitra,5.53,-183.41,63.84
Kammaits,-79.81,2.00,20.88
Kammamalan,-7.63,-142.88,100.53
Kammari,37.88,73.94,151.59
Kammato,-98.81,-53.19,3.59
Kamocadroa,-31.50,170.34,-16.69
Kamocan,74.41,-115.91,89.66
Kamorin,-123.88,-81.59,45.19
Kamsety,110.38,-144.25,113.53
Kamu Yamato,35.75,23.91,-144.22
Kamumba,154.53,-67.22,29.56
Kamunkula,162.09,-118.06,25.72
Kamur,145.53,61.63,-78.53
Kamuti,-38.56,27.66,-104.53
Kamuy,18.63,10.78,45.19
Kan Ajana,166.97,-60.16,-23.72
Kan Aphu,20.38,120.81,21.97
Kan Guru,-120.44,-17.19,-42.56
Kan Nu,152.94,6.97,-32.72
Kan Zang,120.91,58.59,42.94
Kana,54.72,-140.16,102.09
Kanabilamai,120.25,31.13,17.03
Kanagoto,155.47,-109.59,-4.16
Kanaheim,-37.41,-99.41,36.66
Kanaloa,75.09,-39.34,-24.06
Kanamba,103.44,10.94,-56.84
Kanandos,84.28,-45.06,-62.06
Kanates,105.66,-65.03,-18.06
Kanati,74.13,46.19,-19.47
Kanawas,62.19,-94.00,-30.25
Kandama,-3.69,19.28,117.19
Kandanda,-53.34,98.34,87.03
Kandha,-76.88,-80.38,74.53
Kandiil,-1.16,123.28,35.25
Kandit,37.56,159.47,22.56
Kandji,169.41,-59.06,64.81
Kanean,22.28,-22.75,-86.47
Kanga Bara,-58.41,121.28,-116.72
Kangthitani,15.91,-158.84,161.38
Kangulu,142.88,-159.53,104.56
Kanians,44.84,98.09,55.06
Kanitisa,23.03,-118.50,42.75
Kaniya,163.22,-100.75,56.03
Kannari,85.94,10.03,-108.94
Kannicas,-0.22,81.19,66.59
Kannon,-72.72,-122.84,8.50
Kannona,101.31,99.78,86.56
Kano,168.19,-97.56,120.06
Kanoai,63.41,-206.00,104.50
Kanomota,-41.53,-143.22,-12.81
Kanooks,-18.09,82.50,140.22
Kanopi,59.97,2.69,-107.63
Kanos,41.38,53.66,-12.66
Kansei,-35.28,96.84,74.47
Kanu,113.44,-23.03,-124.28
Kanu2,-22.13,-24.91,96.97
Kanuket,57.31,-163.28,88.00
Kanus,-97.13,41.38,-71.72
Kanzicnal,39.34,-179.31,38.41
Kao Guojiu,109.97,-186.06,-15.84
Kao Jundji,111.81,-193.19,97.13
Kao Kach,-73.56,-49.78,35.59
Kao Thewi,99.56,-64.75,0.03
Kao Wanga,114.22,-75.41,72.91
Kao Ziyi,58.16,1.78,-71.81
Kapod,59.53,-83.53,-23.81
Kapoongzi,115.09,-122.63,119.03
Kappa,120.97,-11.91,-85.16
Kappa Andromedae,-151.41,-48.03,-55.97
Kappa Doradus,169.91,-137.53,-2.09
Kappa Fornacis,12.47,-66.72,-22.91
Kappa Ophiuchi,-38.31,44.25,70.28
Kappa Phoenicis,15.31,-74.31,16.59
Kappa Reticuli,48.66,-50.84,6.88
Kappa Tucanae,39.56,-51.06,22.28
Kappa-1 Ceti,-0.53,-20.16,-22.00
Kappanii,30.09,66.63,-81.13
Kapperapai,-115.03,2.03,86.72
Kapura,135.25,35.78,-44.81
Kapurri,49.53,-125.34,75.22
Kapus,-146.53,59.31,63.41
Kaqchina,120.19,13.28,-74.31
Kaqchis,-36.03,-154.56,-8.59
Kara,-29.75,-58.81,-163.16
Karabal,-8.41,-99.94,-39.28
Karaces,-98.34,36.88,96.50
Karadjari,60.88,-115.41,38.09
Karagro,-4.31,33.19,70.13
Karaikda,133.72,0.09,82.75
Karakamane,73.34,-184.41,84.44
Karakasis,124.53,-186.22,33.16
Karakmo,169.84,-118.91,-9.91
Karama,72.34,-103.50,67.88
Karamai,142.72,1.97,39.25
Karamayayak,-32.69,-62.81,130.09
Karamo,108.09,17.00,100.19
Karamojola,133.44,-126.41,79.69
Karamu,-16.72,123.31,-110.16
Karanguru,178.16,-133.28,44.56
Karas,-160.81,-33.22,9.31
Karasiginn,-64.28,-98.13,78.91
Karasiri,-91.19,-141.44,56.34
Karasvara,49.25,-118.06,119.66
Karatayo,-77.81,48.19,116.00
Karbacoc,112.66,-25.88,-96.06
Karbon,-93.13,102.81,-114.75
Karbudj,80.19,-84.88,100.25
Karbudji,-118.13,60.69,-34.69
Kareco,20.81,-109.28,-22.75
Karecoya,96.28,0.84,47.94
Kared,45.34,-35.22,-81.13
Kareldt,-95.69,-95.59,109.00
Karelitakas,24.06,-143.94,-19.53
Karen,-30.03,6.50,98.00
Kareneri,-19.03,2.50,-74.28
Karengi,68.25,61.25,-86.78
Karenses,-125.38,2.59,-73.97
Kareri,-56.63,19.59,111.44
Karetii,-125.59,44.03,78.41
Karex,-99.28,-108.16,35.22
Kariara,-2.88,-180.31,30.97
Karid,85.06,-91.13,58.91
Karini,-93.44,-1.94,-3.00
Karis,64.47,32.16,-46.59
Karishnu,0.31,-16.06,-127.97
Karitis,-78.75,81.09,69.41
Karka,134.13,15.09,-63.88
Karkates,-70.22,96.38,116.97
Karkinicha,109.06,76.91,20.28
Karm,16.03,-247.81,47.84
Karna,147.78,-162.88,111.56
Karnae,-51.31,-122.81,-3.41
Karnarki,77.44,-1.38,13.78
Karnir,133.03,-23.50,113.63
Karo,131.34,-12.59,0.22
Karogonibo,-118.50,-30.22,65.84
Karourok,-65.03,6.16,-143.16
Karovices,-102.44,6.94,-14.88
Karovoy,-38.81,-74.53,51.75
Karsha,54.50,-79.47,58.59
Karsinanari,-29.88,-46.19,-8.03
Karsing,29.16,-20.94,-120.59
Karsu,-84.03,-42.97,-75.75
Karsuki Ti,134.03,-163.59,71.06
Kartam,-34.69,-75.03,49.75
Kartamayana,57.06,-143.25,18.00
Kartamoan,146.59,-159.84,114.41
Karten,15.16,94.50,-39.31
Kartenes,161.50,-104.00,-17.22
Kartudjara,82.28,73.00,-117.53
Karuekenus,-37.31,35.28,159.69
Karugbara,-19.66,139.09,-51.44
Karunti,132.56,-240.53,115.50
Karwareti,18.25,-199.63,-20.63
KashiGaut,50.25,106.31,-89.22
Kashis,-160.06,10.03,-65.84
Kasho,-19.41,24.59,-172.56
Kassi,36.25,136.06,-97.59
Kassimshipa,-9.34,-111.66,-32.56
Kasszony,-85.13,-43.25,82.41
Kasya,43.09,27.34,107.63
Kata,-35.38,70.03,130.94
Kataning,56.22,-86.78,8.84
Katas,168.38,-123.25,-49.44
Kathaima,-117.97,9.69,74.53
Kathans,75.28,-26.31,64.28
Kato,-181.03,26.31,-20.78
Katobri,-97.31,50.13,55.09
Katobriges,15.28,121.06,-162.78
Katocudatta,48.88,-13.78,-83.38
Katola,-41.16,-150.28,-50.19
Katosus,-93.03,94.13,66.75
Kats,25.88,-238.94,84.03
Katsur,-120.97,-13.53,-76.22
Katta,67.53,25.00,24.63
Kattvari,97.34,-61.31,78.84
Katuci,-49.56,-125.44,21.13
Katui,-108.72,-74.34,-36.97
Katukilal,-49.44,158.06,-11.63
Katung,86.22,76.56,112.06
Katungkates,82.31,68.78,3.81
Katuri,-19.69,-6.06,81.56
Katurru,17.63,-44.88,115.66
Kaukai,35.69,12.91,100.88
Kaukamal,118.50,-160.28,59.59
Kaukamaye,16.19,-242.53,90.44
Kaukamine,95.09,4.25,-33.72
Kaukas,97.09,-31.88,-94.47
Kaukhabarra,-8.56,-98.22,71.50
Kaukhabarri,-79.97,33.72,-127.50
Kaukhe,124.56,-57.09,61.22
Kaun,94.69,-21.50,-10.50
Kaunan,-60.97,72.25,-18.53
Kaupatak,-75.66,-38.94,-33.75
Kaupolis,50.88,-203.78,99.81
Kaupolo,28.91,-193.13,81.13
Kaupolock,36.88,-5.31,-43.16
Kaura,58.41,-13.44,-15.25
